Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/06/2015,18:43,BUFFALO,80F,67F,64%,SSW,25mph,33mph,29.24in,0.0in,Thunder
07/06/2015,17:00,BUFFALO,85F,66F,53%,SSE,9mph,0mph,29.23in,0.0in,Mostly
07/06/2015,18:06,BUFFALO,80F,67F,64%,SSW,25mph,33mph,29.24in,0.0in,Thunder
07/06/2015,18:25,BUFFALO,80F,67F,64%,SSW,25mph,33mph,29.24in,0.0in,Thunder
07/06/2015,19:19,BUFFALO,73F,69F,87%,S,25mph,31mph,29.26in,0.0in,Heavy
07/05/2015,15:30,BUFFALO,79F,57F,47%,SSW,7mph,0mph,29.36in,0.0in,Fair
07/05/2015,0:00,BUFFALO,71F,56F,59%,SSE,3mph,0mph,29.36in,0.0in,Mostly
07/05/2015,23:20,BUFFALO,71F,56F,59%,SSE,3mph,0mph,29.36in,0.0in,Mostly
07/05/2015,12:57,BUFFALO,74F,57F,55%,SSW,7mph,0mph,29.38in,0.0in,Fair
07/05/2015,0:50,BUFFALO,71F,56F,59%,SSE,3mph,0mph,29.36in,0.0in,Mostly
07/05/2015,3:00,BUFFALO,63F,55F,75%,SW,9mph,0mph,29.30in,0.0in,Fair
07/05/2015,14:20,BUFFALO,78F,56F,46%,WSW,7mph,0mph,29.38in,0.0in,Fair
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/05/2015,0:16,BUFFALO,71F,56F,59%,SSE,3mph,0mph,29.36in,0.0in,Mostly
07/05/2015,15:38,BUFFALO,79F,57F,47%,SSW,7mph,0mph,29.36in,0.0in,Fair
07/05/2015,8:39,BUFFALO,63F,54F,72%,SSW,7mph,0mph,29.37in,0.0in,Fair
07/05/2015,2:30,BUFFALO,63F,55F,75%,SW,8mph,0mph,29.29in,0.0in,Fair
07/05/2015,2:00,BUFFALO,63F,55F,75%,SW,8mph,0mph,29.29in,0.0in,Fair
07/05/2015,18:33,BUFFALO,80F,55F,42%,W,7mph,0mph,29.34in,0.0in,Mostly
07/05/2015,23:11,BUFFALO,71F,56F,59%,SSE,3mph,0mph,29.36in,0.0in,Mostly
07/05/2015,0:16,BUFFALO,71F,56F,59%,SSE,3mph,0mph,29.36in,0.0in,Mostly
07/05/2015,15:13,BUFFALO,79F,57F,47%,SSW,7mph,0mph,29.36in,0.0in,Fair
07/05/2015,10:45,BUFFALO,70F,58F,65%,W,7mph,0mph,29.38in,0.0in,Fair
07/05/2015,16:54,BUFFALO,79F,55F,44%,SSW,7mph,0mph,29.36in,0.0in,Partly
07/05/2015,4:50,BUFFALO,62F,55F,78%,SW,7mph,0mph,29.30in,0.0in,Fair
07/05/2015,18:50,BUFFALO,80F,55F,42%,W,7mph,0mph,29.34in,0.0in,Mostly
07/05/2015,0:00,BUFFALO,71F,56F,59%,SSE,3mph,0mph,29.36in,0.0in,Mostly
07/04/2015,1:10,BUFFALO,61F,50F,67%,NNE,6mph,0mph,29.15in,0.0in,Mostly
07/04/2015,14:35,BUFFALO,76F,53F,45%,NNE,7mph,0mph,29.19in,0.0in,Mostly
07/04/2015,0:50,BUFFALO,65F,57F,75%,SSW,8mph,0mph,29.26in,0.0in,Haze
07/04/2015,23:17,BUFFALO,65F,57F,75%,SSW,8mph,0mph,29.26in,0.0in,Haze
07/04/2015,0:42,BUFFALO,65F,57F,75%,SSW,8mph,0mph,29.26in,0.0in,Haze
07/04/2015,12:30,BUFFALO,73F,53F,49%,VAR,5mph,0mph,29.19in,0.0in,Fair
07/04/2015,7:00,BUFFALO,57F,49F,74%,NE,5mph,0mph,29.15in,0.0in,Partly
07/04/2015,10:30,BUFFALO,69F,52F,54%,N,6mph,0mph,29.18in,0.0in,Fair
07/04/2015,7:06,BUFFALO,57F,49F,74%,NE,5mph,0mph,29.15in,0.0in,Partly
07/04/2015,18:16,BUFFALO,76F,45F,33%,NW,9mph,0mph,29.21in,0.0in,Fair
07/04/2015,12:00,BUFFALO,73F,53F,49%,VAR,5mph,0mph,29.19in,0.0in,Fair
07/04/2015,15:35,BUFFALO,76F,53F,45%,N,7mph,0mph,29.19in,0.0in,Partly
07/04/2015,17:55,BUFFALO,77F,50F,39%,WNW,9mph,0mph,29.20in,0.0in,Partly
07/03/2015,4:10,BUFFALO,52F,48F,86%,CALM,0mph,0mph,29.23in,0.0in,Fair
07/03/2015,7:40,BUFFALO,53F,48F,83%,SE,3mph,0mph,29.26in,0.0in,Fair
07/03/2015,15:40,BUFFALO,75F,47F,37%,VAR,5mph,0mph,29.21in,0.0in,Partly
07/03/2015,8:18,BUFFALO,56F,49F,77%,CALM,0mph,0mph,29.26in,0.0in,Fair
07/03/2015,22:41,BUFFALO,64F,50F,60%,NE,6mph,0mph,29.17in,0.0in,Mostly
07/03/2015,14:55,BUFFALO,75F,47F,37%,CALM,0mph,0mph,29.22in,0.0in,Partly
07/03/2015,21:05,BUFFALO,66F,49F,54%,NNE,7mph,0mph,29.16in,0.0in,Cloudy
07/03/2015,6:24,BUFFALO,50F,47F,89%,CALM,0mph,0mph,29.26in,0.0in,Fair
07/03/2015,15:05,BUFFALO,75F,47F,37%,VAR,5mph,0mph,29.21in,0.0in,Partly
07/03/2015,18:39,BUFFALO,73F,53F,49%,NNE,13mph,0mph,29.17in,0.0in,Mostly
07/03/2015,17:10,BUFFALO,75F,45F,34%,CALM,0mph,0mph,29.18in,0.0in,Mostly
07/03/2015,0:00,BUFFALO,64F,50F,60%,NNE,3mph,0mph,29.17in,0.0in,Cloudy
07/03/2015,16:00,BUFFALO,75F,46F,36%,CALM,0mph,0mph,29.20in,0.0in,Mostly
07/03/2015,11:15,BUFFALO,68F,45F,43%,CALM,0mph,0mph,29.26in,0.0in,Fair
07/03/2015,12:33,BUFFALO,70F,45F,41%,SSW,7mph,0mph,29.25in,0.0in,Partly
07/03/2015,19:21,BUFFALO,71F,51F,49%,N,10mph,0mph,29.17in,0.0in,Mostly
07/03/2015,10:00,BUFFALO,65F,47F,52%,VAR,3mph,0mph,29.26in,0.0in,Fair
07/03/2015,18:40,BUFFALO,73F,53F,49%,NNE,13mph,0mph,29.17in,0.0in,Mostly
07/03/2015,19:29,BUFFALO,71F,51F,49%,N,10mph,0mph,29.17in,0.0in,Mostly
07/03/2015,17:35,BUFFALO,75F,45F,34%,CALM,0mph,0mph,29.18in,0.0in,Mostly
07/03/2015,18:43,BUFFALO,73F,53F,49%,NNE,13mph,0mph,29.17in,0.0in,Mostly
07/02/2015,7:34,BUFFALO,58F,54F,87%,CALM,0mph,0mph,29.17in,0.0in,Mostly
07/02/2015,19:39,BUFFALO,70F,51F,51%,VAR,6mph,0mph,29.22in,0.0in,Fair
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/02/2015,14:58,BUFFALO,62F,54F,75%,N,3mph,0mph,29.22in,0.0in,Mostly
07/02/2015,15:41,BUFFALO,62F,54F,75%,CALM,0mph,0mph,29.22in,0.0in,Mostly
07/02/2015,9:24,BUFFALO,59F,55F,87%,CALM,0mph,0mph,29.20in,0.0in,Cloudy
07/02/2015,11:54,BUFFALO,60F,55F,83%,N,5mph,0mph,29.20in,0.0in,Mostly
07/02/2015,13:56,BUFFALO,61F,55F,81%,N,5mph,0mph,29.21in,0.0in,Mostly
07/02/2015,15:58,BUFFALO,62F,54F,75%,CALM,0mph,0mph,29.22in,0.0in,Mostly
07/02/2015,14:50,BUFFALO,62F,54F,75%,N,3mph,0mph,29.22in,0.0in,Mostly
07/02/2015,22:01,BUFFALO,70F,43F,38%,VAR,3mph,0mph,29.20in,0.0in,Fair
07/01/2015,10:04,BUFFALO,64F,62F,93%,W,9mph,0mph,28.97in,0.0in,Light
07/01/2015,16:30,BUFFALO,68F,58F,70%,WNW,10mph,0mph,29.03in,0.0in,Mostly
07/01/2015,22:05,BUFFALO,66F,61F,83%,WSW,20mph,26mph,29.06in,0.0in,Mostly
06/30/2015,0:00,BUFFALO,65F,60F,84%,SW,6mph,0mph,29.01in,0.0in,Light
06/30/2015,10:27,BUFFALO,64F,59F,84%,E,9mph,0mph,29.07in,0.0in,Cloudy
06/30/2015,8:50,BUFFALO,63F,58F,84%,E,8mph,0mph,29.08in,0.0in,Cloudy
06/30/2015,15:30,BUFFALO,70F,63F,78%,SSW,5mph,0mph,29.05in,0.0in,Cloudy
06/30/2015,11:57,BUFFALO,64F,60F,87%,ESE,7mph,0mph,29.07in,0.0in,Cloudy
06/30/2015,17:00,BUFFALO,68F,61F,78%,W,8mph,0mph,29.05in,0.0in,Cloudy
06/30/2015,8:58,BUFFALO,63F,58F,84%,E,8mph,0mph,29.08in,0.0in,Cloudy
06/30/2015,11:35,BUFFALO,64F,60F,87%,ESE,7mph,0mph,29.07in,0.0in,Cloudy
06/30/2015,17:00,BUFFALO,68F,61F,78%,W,8mph,0mph,29.05in,0.0in,Cloudy
06/29/2015,11:00,BUFFALO,59F,55F,87%,W,8mph,0mph,29.11in,0.0in,Mostly
06/29/2015,15:00,BUFFALO,68F,55F,63%,WSW,9mph,0mph,29.15in,0.0in,Partly
06/29/2015,16:20,BUFFALO,68F,57F,68%,SW,12mph,0mph,29.15in,0.0in,Partly
06/29/2015,8:40,BUFFALO,58F,55F,90%,W,9mph,0mph,29.09in,0.0in,Cloudy
06/29/2015,23:11,BUFFALO,71F,51F,49%,S,8mph,0mph,29.13in,0.0in,Mostly
06/29/2015,17:30,BUFFALO,68F,56F,65%,WSW,10mph,0mph,29.15in,0.0in,Partly
06/28/2015,0:28,BUFFALO,58F,55F,90%,WNW,8mph,0mph,29.04in,0.0in,Mostly
06/28/2015,20:36,BUFFALO,59F,57F,93%,N,5mph,0mph,28.91in,0.0in,Light
06/28/2015,5:10,BUFFALO,56F,54F,93%,NE,12mph,0mph,28.97in,0.0in,Light
06/28/2015,23:19,BUFFALO,61F,58F,90%,N,6mph,0mph,28.91in,0.0in,Cloudy
06/28/2015,17:01,BUFFALO,58F,55F,90%,NE,9mph,0mph,28.90in,0.0in,Cloudy
06/28/2015,13:20,BUFFALO,56F,54F,93%,ENE,8mph,0mph,28.91in,0.0in,Light
06/28/2015,19:54,BUFFALO,58F,56F,93%,N,6mph,0mph,28.90in,0.0in,Light
06/28/2015,0:38,BUFFALO,58F,55F,90%,WNW,8mph,0mph,29.04in,0.0in,Mostly
06/28/2015,3:22,BUFFALO,57F,55F,93%,NNE,8mph,0mph,28.99in,0.3in,Light
06/28/2015,1:06,BUFFALO,57F,54F,89%,ENE,7mph,0mph,28.99in,0.0in,Heavy
06/28/2015,16:24,BUFFALO,57F,55F,93%,ENE,9mph,0mph,28.91in,0.0in,Light
06/28/2015,21:00,BUFFALO,60F,58F,93%,N,6mph,0mph,28.91in,0.0in,Light
06/28/2015,2:40,BUFFALO,57F,55F,93%,NNE,5mph,0mph,29.00in,0.2in,Rain
06/28/2015,12:11,BUFFALO,56F,54F,93%,ENE,10mph,0mph,28.90in,0.0in,Cloudy
06/27/2015,2:30,BUFFALO,64F,46F,52%,E,8mph,0mph,29.29in,0.0in,Cloudy
06/27/2015,0:49,BUFFALO,57F,54F,89%,ENE,14mph,0mph,28.98in,0.0in,Light
06/27/2015,10:06,BUFFALO,62F,56F,80%,ENE,10mph,0mph,29.19in,0.0in,Light
06/27/2015,0:47,BUFFALO,57F,54F,89%,ENE,14mph,0mph,28.98in,0.0in,Light
06/27/2015,0:50,BUFFALO,57F,54F,89%,ENE,14mph,0mph,28.98in,0.0in,Light
06/27/2015,2:06,BUFFALO,64F,46F,52%,E,8mph,0mph,29.29in,0.0in,Cloudy
06/27/2015,20:45,BUFFALO,62F,60F,93%,E,16mph,26mph,29.09in,0.1in,Heavy
06/27/2015,13:20,BUFFALO,63F,59F,87%,E,12mph,0mph,29.17in,0.1in,Rain
06/27/2015,12:15,BUFFALO,63F,59F,87%,E,10mph,0mph,29.17in,0.1in,Light
06/27/2015,18:21,BUFFALO,63F,60F,90%,ENE,14mph,0mph,29.11in,0.3in,Heavy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/27/2015,16:48,BUFFALO,63F,60F,90%,NE,15mph,0mph,29.12in,0.1in,Heavy
06/27/2015,15:30,BUFFALO,63F,60F,90%,ENE,14mph,0mph,29.13in,0.1in,Rain
06/27/2015,12:01,BUFFALO,63F,59F,87%,E,10mph,0mph,29.17in,0.1in,Light
06/27/2015,0:47,BUFFALO,57F,54F,89%,ENE,14mph,0mph,28.98in,0.0in,Light
06/27/2015,0:00,BUFFALO,57F,54F,89%,ENE,14mph,0mph,28.98in,0.0in,Light
06/27/2015,4:41,BUFFALO,62F,47F,58%,ENE,9mph,0mph,29.26in,0.0in,Cloudy
06/27/2015,4:20,BUFFALO,62F,47F,58%,ENE,9mph,0mph,29.26in,0.0in,Cloudy
06/26/2015,17:23,BUFFALO,73F,47F,39%,ENE,12mph,0mph,29.29in,0.0in,Mostly
06/26/2015,9:55,BUFFALO,65F,57F,75%,NE,9mph,0mph,29.30in,0.0in,Fair
06/26/2015,14:40,BUFFALO,73F,51F,46%,NE,13mph,0mph,29.30in,0.0in,Mostly
06/26/2015,14:34,BUFFALO,73F,51F,46%,NE,13mph,0mph,29.30in,0.0in,Mostly
06/26/2015,11:00,BUFFALO,71F,56F,59%,ENE,12mph,0mph,29.30in,0.0in,Partly
06/26/2015,17:19,BUFFALO,73F,47F,39%,ENE,12mph,0mph,29.29in,0.0in,Mostly
06/26/2015,13:30,BUFFALO,74F,53F,48%,E,10mph,0mph,29.31in,0.0in,Mostly
06/26/2015,18:06,BUFFALO,73F,46F,38%,ENE,12mph,0mph,29.30in,0.0in,Mostly
06/25/2015,15:09,BUFFALO,78F,53F,42%,SW,7mph,0mph,29.24in,0.0in,Cloudy
06/25/2015,18:43,BUFFALO,74F,59F,59%,NNE,13mph,0mph,29.21in,0.0in,Mostly
06/25/2015,16:51,BUFFALO,77F,51F,40%,SSW,6mph,0mph,29.22in,0.0in,Partly
06/25/2015,16:54,BUFFALO,77F,51F,40%,SSW,6mph,0mph,29.22in,0.0in,Partly
06/25/2015,9:26,BUFFALO,66F,51F,59%,SSW,7mph,0mph,29.31in,0.0in,Mostly
06/25/2015,19:00,BUFFALO,72F,56F,57%,NNE,13mph,0mph,29.22in,0.0in,Mostly
06/25/2015,12:35,BUFFALO,73F,48F,41%,SW,8mph,0mph,29.29in,0.0in,Mostly
06/25/2015,15:11,BUFFALO,78F,53F,42%,SW,7mph,0mph,29.24in,0.0in,Cloudy
06/25/2015,14:45,BUFFALO,76F,48F,37%,WSW,5mph,0mph,29.26in,0.0in,Cloudy
06/25/2015,8:04,BUFFALO,64F,51F,63%,SSW,8mph,0mph,29.31in,0.0in,Mostly
06/25/2015,22:50,BUFFALO,66F,54F,65%,NE,5mph,0mph,29.24in,0.0in,Mostly
06/25/2015,12:15,BUFFALO,73F,48F,41%,SW,8mph,0mph,29.29in,0.0in,Mostly
06/25/2015,19:30,BUFFALO,72F,56F,57%,NNE,13mph,0mph,29.22in,0.0in,Mostly
06/25/2015,6:54,BUFFALO,60F,49F,67%,S,3mph,0mph,29.30in,0.0in,Partly
06/25/2015,14:15,BUFFALO,76F,48F,37%,WSW,5mph,0mph,29.26in,0.0in,Cloudy
06/24/2015,14:00,BUFFALO,70F,56F,61%,SW,13mph,0mph,29.35in,0.0in,Partly
06/24/2015,12:05,BUFFALO,68F,55F,63%,SW,8mph,0mph,29.35in,0.0in,Fair
06/24/2015,20:55,BUFFALO,68F,52F,56%,SW,10mph,0mph,29.31in,0.0in,Partly
06/24/2015,16:49,BUFFALO,70F,55F,59%,SW,16mph,0mph,29.34in,0.0in,Partly
06/24/2015,13:25,BUFFALO,70F,56F,61%,SW,10mph,0mph,29.35in,0.0in,Fair
06/24/2015,18:58,BUFFALO,71F,54F,55%,SW,12mph,0mph,29.33in,0.0in,Fair
06/24/2015,22:19,BUFFALO,65F,54F,68%,SW,8mph,0mph,29.31in,0.0in,Partly
06/23/2015,8:58,BUFFALO,69F,66F,90%,S,9mph,0mph,28.96in,0.4in,Light
06/23/2015,17:53,BUFFALO,69F,64F,84%,WSW,22mph,36mph,28.98in,0.0in,Cloudy
06/23/2015,19:50,BUFFALO,72F,66F,81%,WSW,22mph,33mph,28.98in,0.0in,Mostly
06/23/2015,13:14,BUFFALO,72F,64F,76%,SW,16mph,23mph,28.96in,0.0in,Mostly
06/23/2015,13:09,BUFFALO,72F,64F,76%,SW,16mph,23mph,28.96in,0.0in,Mostly
06/23/2015,7:04,BUFFALO,69F,66F,90%,W,9mph,0mph,28.97in,0.4in,Rain
06/23/2015,20:25,BUFFALO,73F,66F,79%,WSW,20mph,29mph,29.00in,0.0in,Mostly
06/23/2015,12:03,BUFFALO,71F,63F,75%,SSW,20mph,29mph,28.95in,0.0in,Mostly
06/23/2015,9:55,BUFFALO,69F,66F,90%,S,14mph,0mph,28.90in,0.0in,Light
06/23/2015,21:28,BUFFALO,73F,66F,79%,WSW,24mph,29mph,29.03in,0.0in,Mostly
06/23/2015,15:55,BUFFALO,71F,65F,81%,WSW,20mph,33mph,28.97in,0.0in,Cloudy
06/23/2015,0:00,BUFFALO,64F,54F,70%,W,9mph,0mph,29.26in,0.0in,Fair
06/23/2015,9:28,BUFFALO,69F,66F,90%,S,14mph,0mph,28.90in,0.0in,Light
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/23/2015,15:00,BUFFALO,71F,65F,81%,WSW,20mph,33mph,28.97in,0.0in,Cloudy
06/23/2015,15:25,BUFFALO,71F,65F,81%,WSW,20mph,33mph,28.97in,0.0in,Cloudy
06/22/2015,11:08,BUFFALO,74F,58F,57%,SSW,10mph,0mph,29.23in,0.0in,Partly
06/22/2015,20:15,BUFFALO,77F,52F,42%,S,6mph,0mph,29.15in,0.0in,Cloudy
06/22/2015,17:20,BUFFALO,77F,51F,40%,WSW,12mph,0mph,29.19in,0.0in,Mostly
06/22/2015,9:57,BUFFALO,71F,59F,66%,NNW,5mph,0mph,29.26in,0.0in,Mostly
06/22/2015,12:30,BUFFALO,75F,62F,64%,WSW,10mph,0mph,29.24in,0.0in,Partly
06/22/2015,16:30,BUFFALO,78F,57F,48%,SW,14mph,0mph,29.22in,0.0in,Mostly
06/22/2015,19:16,BUFFALO,77F,51F,40%,S,7mph,0mph,29.16in,0.0in,Mostly
06/22/2015,14:35,BUFFALO,78F,60F,54%,SW,10mph,0mph,29.26in,0.0in,Fair
06/22/2015,16:58,BUFFALO,78F,57F,48%,SW,14mph,0mph,29.22in,0.0in,Mostly
06/22/2015,17:39,BUFFALO,77F,51F,40%,WSW,12mph,0mph,29.19in,0.0in,Mostly
06/22/2015,13:35,BUFFALO,76F,62F,62%,WSW,13mph,0mph,29.26in,0.0in,Partly
06/22/2015,10:49,BUFFALO,73F,58F,59%,VAR,5mph,0mph,29.25in,0.0in,Partly
06/22/2015,9:05,BUFFALO,71F,59F,66%,NNW,5mph,0mph,29.26in,0.0in,Mostly
06/22/2015,21:50,BUFFALO,72F,60F,66%,SE,13mph,0mph,29.09in,0.0in,Cloudy
06/21/2015,17:09,BUFFALO,72F,64F,76%,WSW,18mph,26mph,29.03in,0.0in,Haze
06/21/2015,8:24,BUFFALO,67F,65F,93%,SW,14mph,0mph,29.02in,0.0in,Fog
06/21/2015,23:10,BUFFALO,72F,63F,73%,SW,14mph,22mph,29.07in,0.0in,Fair
06/21/2015,17:10,BUFFALO,72F,64F,76%,WSW,18mph,26mph,29.03in,0.0in,Haze
06/21/2015,14:40,BUFFALO,70F,67F,90%,SW,12mph,0mph,29.01in,0.0in,Mostly
06/21/2015,20:42,BUFFALO,73F,64F,73%,SW,22mph,36mph,29.05in,0.0in,Partly
06/20/2015,15:22,BUFFALO,69F,65F,87%,S,5mph,0mph,29.17in,0.0in,Light
06/20/2015,1:09,BUFFALO,57F,50F,77%,E,5mph,0mph,29.29in,0.0in,Mostly
06/20/2015,16:45,BUFFALO,70F,65F,84%,SE,3mph,0mph,29.15in,0.0in,Cloudy
06/20/2015,7:12,BUFFALO,57F,53F,87%,E,3mph,0mph,29.26in,0.0in,Mostly
06/20/2015,22:06,BUFFALO,72F,67F,84%,ENE,3mph,0mph,29.05in,0.0in,Mostly
06/20/2015,8:00,BUFFALO,61F,54F,78%,S,5mph,0mph,29.25in,0.0in,Mostly
06/20/2015,18:25,BUFFALO,73F,65F,76%,ENE,5mph,0mph,29.09in,0.0in,Mostly
06/20/2015,14:42,BUFFALO,73F,61F,66%,SSW,16mph,0mph,29.17in,0.0in,Mostly
06/20/2015,16:00,BUFFALO,70F,65F,84%,SE,3mph,0mph,29.15in,0.0in,Cloudy
06/20/2015,0:40,BUFFALO,72F,67F,84%,ENE,3mph,0mph,29.05in,0.0in,Mostly
06/20/2015,3:50,BUFFALO,56F,51F,84%,E,6mph,0mph,29.27in,0.0in,Partly
06/20/2015,17:36,BUFFALO,72F,65F,78%,NE,5mph,0mph,29.11in,0.0in,Mostly
06/19/2015,9:30,BUFFALO,65F,58F,78%,N,8mph,0mph,29.16in,0.0in,Cloudy
06/19/2015,0:00,BUFFALO,60F,48F,64%,E,8mph,0mph,29.30in,0.0in,Mostly
06/19/2015,14:31,BUFFALO,63F,59F,87%,NNE,12mph,0mph,29.24in,0.0in,Cloudy
06/19/2015,4:20,BUFFALO,67F,65F,93%,S,6mph,0mph,29.15in,0.0in,Cloudy
06/19/2015,16:45,BUFFALO,61F,55F,81%,NNE,14mph,0mph,29.26in,0.0in,Cloudy
06/19/2015,16:02,BUFFALO,61F,55F,81%,NNE,14mph,0mph,29.26in,0.0in,Cloudy
06/19/2015,7:44,BUFFALO,67F,65F,93%,CALM,0mph,0mph,29.16in,0.0in,Cloudy
06/19/2015,15:48,BUFFALO,63F,59F,87%,NNE,12mph,0mph,29.25in,0.0in,Cloudy
06/19/2015,17:47,BUFFALO,59F,53F,81%,NNE,14mph,21mph,29.28in,0.0in,Cloudy
06/19/2015,18:54,BUFFALO,59F,52F,78%,NE,13mph,0mph,29.29in,0.0in,Cloudy
06/19/2015,15:20,BUFFALO,63F,59F,87%,NNE,12mph,0mph,29.25in,0.0in,Cloudy
06/19/2015,18:04,BUFFALO,59F,52F,78%,NE,13mph,0mph,29.29in,0.0in,Cloudy
06/19/2015,15:35,BUFFALO,63F,59F,87%,NNE,12mph,0mph,29.25in,0.0in,Cloudy
06/18/2015,11:00,BUFFALO,74F,60F,62%,WSW,5mph,0mph,29.19in,0.0in,Mostly
06/18/2015,16:37,BUFFALO,73F,66F,79%,SW,16mph,0mph,29.13in,0.0in,Cloudy
06/18/2015,20:00,BUFFALO,69F,66F,90%,SW,13mph,23mph,29.12in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/18/2015,16:45,BUFFALO,73F,66F,79%,SW,16mph,0mph,29.13in,0.0in,Cloudy
06/18/2015,16:40,BUFFALO,73F,66F,79%,SW,16mph,0mph,29.13in,0.0in,Cloudy
06/18/2015,17:17,BUFFALO,72F,67F,84%,SW,15mph,0mph,29.12in,0.0in,Cloudy
06/18/2015,6:28,BUFFALO,63F,58F,84%,S,5mph,0mph,29.21in,0.0in,Mostly
06/18/2015,12:25,BUFFALO,75F,55F,50%,SW,12mph,0mph,29.19in,0.0in,Cloudy
06/18/2015,23:40,BUFFALO,69F,65F,87%,SW,14mph,22mph,29.10in,0.0in,Mostly
06/18/2015,16:55,BUFFALO,73F,66F,79%,SW,16mph,0mph,29.13in,0.0in,Cloudy
06/18/2015,23:30,BUFFALO,69F,65F,87%,SW,14mph,22mph,29.10in,0.0in,Mostly
06/18/2015,14:10,BUFFALO,76F,62F,62%,SW,14mph,0mph,29.16in,0.0in,Mostly
06/18/2015,10:37,BUFFALO,72F,61F,68%,SW,9mph,0mph,29.20in,0.0in,Mostly
06/18/2015,4:45,BUFFALO,63F,60F,90%,S,5mph,0mph,29.21in,0.0in,Cloudy
06/18/2015,7:20,BUFFALO,64F,59F,84%,S,3mph,0mph,29.22in,0.0in,Mostly
06/18/2015,16:20,BUFFALO,73F,66F,79%,SW,16mph,0mph,29.13in,0.0in,Cloudy
06/18/2015,0:00,BUFFALO,67F,64F,90%,WSW,7mph,0mph,29.14in,0.0in,Light
06/17/2015,11:30,BUFFALO,75F,57F,53%,SE,10mph,0mph,29.29in,0.0in,Mostly
06/17/2015,12:15,BUFFALO,74F,58F,57%,SSW,6mph,0mph,29.27in,0.0in,Mostly
06/17/2015,17:50,BUFFALO,67F,59F,76%,ESE,7mph,0mph,29.25in,0.0in,Mostly
06/17/2015,15:30,BUFFALO,71F,57F,61%,CALM,0mph,0mph,29.26in,0.0in,Mostly
06/17/2015,13:57,BUFFALO,73F,58F,59%,W,7mph,0mph,29.26in,0.0in,Mostly
06/17/2015,17:45,BUFFALO,67F,59F,76%,ESE,7mph,0mph,29.25in,0.0in,Mostly
06/17/2015,12:54,BUFFALO,74F,58F,57%,SSW,6mph,0mph,29.27in,0.0in,Mostly
06/17/2015,15:34,BUFFALO,71F,57F,61%,CALM,0mph,0mph,29.26in,0.0in,Mostly
06/17/2015,13:00,BUFFALO,73F,58F,59%,W,7mph,0mph,29.26in,0.0in,Mostly
06/16/2015,0:00,BUFFALO,65F,53F,65%,NNW,10mph,0mph,29.33in,0.0in,Fair
06/16/2015,18:45,BUFFALO,66F,65F,96%,SW,9mph,0mph,29.09in,0.0in,Fog
06/16/2015,15:13,BUFFALO,66F,65F,96%,SW,8mph,0mph,29.10in,0.0in,Fog
06/16/2015,16:29,BUFFALO,66F,65F,96%,SW,8mph,0mph,29.10in,0.0in,Fog
06/16/2015,11:00,BUFFALO,67F,66F,97%,SW,8mph,0mph,29.11in,0.0in,Fog
06/16/2015,16:26,BUFFALO,66F,65F,96%,SW,8mph,0mph,29.10in,0.0in,Fog
06/16/2015,8:09,BUFFALO,68F,67F,96%,SW,8mph,0mph,29.12in,0.0in,Fog
06/16/2015,13:54,BUFFALO,66F,64F,94%,SW,10mph,0mph,29.10in,0.0in,Fog
06/16/2015,9:30,BUFFALO,66F,66F,100%,SW,7mph,0mph,29.12in,0.0in,Fog
06/16/2015,11:06,BUFFALO,67F,66F,97%,SW,8mph,0mph,29.11in,0.0in,Fog
06/16/2015,17:20,BUFFALO,66F,65F,96%,SW,6mph,0mph,29.10in,0.0in,Fog
06/16/2015,21:08,BUFFALO,67F,65F,93%,SSW,7mph,0mph,29.08in,0.0in,Cloudy
06/16/2015,15:35,BUFFALO,66F,65F,96%,SW,8mph,0mph,29.10in,0.0in,Fog
06/16/2015,15:38,BUFFALO,66F,65F,96%,SW,8mph,0mph,29.10in,0.0in,Fog
06/16/2015,15:39,BUFFALO,66F,65F,96%,SW,8mph,0mph,29.10in,0.0in,Fog
06/15/2015,22:32,BUFFALO,65F,64F,97%,SW,10mph,0mph,29.20in,0.0in,Fog
06/15/2015,21:20,BUFFALO,65F,64F,97%,SSW,12mph,0mph,29.19in,0.0in,Fog
06/15/2015,7:53,BUFFALO,67F,66F,97%,SW,3mph,0mph,29.16in,0.0in,Fog
06/15/2015,22:15,BUFFALO,65F,64F,97%,SW,10mph,0mph,29.20in,0.0in,Fog
06/15/2015,17:39,BUFFALO,67F,66F,97%,SSW,8mph,0mph,29.18in,0.0in,Fog
06/15/2015,0:00,BUFFALO,68F,65F,90%,SSW,9mph,0mph,29.15in,0.0in,Mostly
06/15/2015,15:19,BUFFALO,67F,66F,97%,SW,5mph,0mph,29.17in,0.0in,Fog
